"disease"	"codetype"	"diag_code"	"readcode"	"description"	"comment"
"1714"	"Stroke"	"Aurum"	"345675012"	"G619.00"	"Lobar cerebral haemorrhage"	""
"1715"	"Stroke"	"Aurum"	"3662311000006113"	""	"Thrombosis of cerebral arteries"	""
"1716"	"Stroke"	"Aurum"	"3662321000006117"	""	"Cerebral arterial thrombosis"	""
"1717"	"Stroke"	"Aurum"	"3662331000006119"	""	"CT - Cerebral thrombosis"	""
"1718"	"Stroke"	"Aurum"	"370661000006114"	"Gyu6G00"	"[X]Cereb infarct due unsp occlus/stenos precerebr arteries"	""
"1719"	"Stroke"	"Aurum"	"370701000006118"	"Gyu6300"	"[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs"	""
"1720"	"Stroke"	"Aurum"	"3719861000006119"	""	"Haemorrhagic cerebellum"	""
"1721"	"Stroke"	"Aurum"	"3728451000006116"	""	"Cerebral arterial embolism"	""
"1722"	"Stroke"	"Aurum"	"3778021000006116"	""	"LMS - Lateral medullary syndrome"	""
"1723"	"Stroke"	"Aurum"	"395780010"	"G64z.00"	"Cerebral infarction NOS"	""
"1724"	"Stroke"	"Aurum"	"405339016"	"G66..00"	"Stroke and cerebrovascular accident unspecified"	""
"1725"	"Stroke"	"Aurum"	"4056981000006115"	""	"Cerebral venous thrombosis"	""
"1726"	"Stroke"	"Aurum"	"4057031000006117"	""	"Brain stem infarct"	""
"1727"	"Stroke"	"Aurum"	"4057041000006110"	""	"Brain stem stroke"	""
"1728"	"Stroke"	"Aurum"	"4057051000006112"	""	"Infarction of brain stem"	""
"1729"	"Stroke"	"Aurum"	"411416011"	"L440.12"	"Stroke in the puerperium"	""
"1730"	"Stroke"	"Aurum"	"426231000006114"	"Gyu6B00"	"[X]Sequelae of other nontraumatic intracranial haemorrhage"	""
"1731"	"Stroke"	"Aurum"	"451133011"	"G64z200"	"Left sided cerebral infarction"	""
"1732"	"Stroke"	"Aurum"	"451134017"	"G64z300"	"Right sided cerebral infarction"	""
"1733"	"Stroke"	"Aurum"	"4768491000006118"	""	"Thrombosis of intracranial venous sinus"	""
"1734"	"Stroke"	"Aurum"	"4774381000006112"	""	"Retrobulbar hemorrhage"	""
"1735"	"Stroke"	"Aurum"	"4774391000006110"	""	"Retrobulbar hematoma"	""
"1736"	"Stroke"	"Aurum"	"4774401000006112"	""	"Retrobulbar haematoma"	""
"1737"	"Stroke"	"Aurum"	"4777811000006117"	""	"Basal ganglia hemorrhage"	""
"1738"	"Stroke"	"Aurum"	"4777831000006111"	""	"External capsule hemorrhage"	""
"1739"	"Stroke"	"Aurum"	"4777861000006119"	""	"Intracerebral haemorrhage with intraventricular haemorrhage"	""
"1740"	"Stroke"	"Aurum"	"4777881000006112"	""	"Intracerebral haemorrhage, multiple localised"	""
"1741"	"Stroke"	"Aurum"	"4777971000006115"	""	"Basilar artery obstruction"	""
"1742"	"Stroke"	"Aurum"	"4777981000006117"	""	"Occlusion of basilar artery"	""
"1743"	"Stroke"	"Aurum"	"4778181000006119"	""	"Left sided cerebral hemisphere cerebrovascular accident"	""
"1744"	"Stroke"	"Aurum"	"4778201000006118"	""	"Right sided cerebral hemisphere cerebrovascular accident"	""
"1745"	"Stroke"	"Aurum"	"483988011"	"G615.00"	"Bulbar haemorrhage"	""
"1746"	"Stroke"	"Aurum"	"495394013"	"G610.00"	"Cortical haemorrhage"	""
"1747"	"Stroke"	"Aurum"	"496232015"	"G611.00"	"Internal capsule haemorrhage"	""
"1748"	"Stroke"	"Aurum"	"5010981000006119"	""	"Stroke"	""
"1749"	"Stroke"	"Aurum"	"5011021000006113"	""	"Cerebrovascular accident due to cerebral artery occlusion"	""
"1750"	"Stroke"	"Aurum"	"5011161000006115"	""	"Lacunar stroke"	""
"1751"	"Stroke"	"Aurum"	"5011171000006110"	""	"LACI - Lacunar infarction"	""
"1752"	"Stroke"	"Aurum"	"5011181000006113"	""	"LI - Lacunar infarction"	""
"1753"	"Stroke"	"Aurum"	"5011191000006111"	""	"Pure motor lacunar infarction"	""
"1754"	"Stroke"	"Aurum"	"5011211000006112"	""	"Pure sensory lacunar infarction"	""
"1755"	"Stroke"	"Aurum"	"502878012"	"G613.00"	"Cerebellar haemorrhage"	""
"1756"	"Stroke"	"Aurum"	"503469016"	"G614.00"	"Pontine haemorrhage"	""
"1757"	"Stroke"	"Aurum"	"503791000006114"	"G612.00"	"Basal nucleus haemorrhage"	""
"1758"	"Stroke"	"Aurum"	"524511000006116"	"G663.00"	"Brain stem stroke syndrome"	""
"1759"	"Stroke"	"Aurum"	"524541000006117"	"G64z000"	"Brainstem infarction"	""
"1760"	"Stroke"	"Aurum"	"542251000006112"	"G676000"	"Cereb infarct due cerebral venous thrombosis, nonpyogenic"	""
"1761"	"Stroke"	"Aurum"	"542261000006114"	"G6W..00"	"Cereb infarct due unsp occlus/stenos precerebr arteries"	""
"1762"	"Stroke"	"Aurum"	"542831000006116"	"G641.11"	"Cerebral embolus"	""
"1763"	"Stroke"	"Aurum"	"543141000006110"	"G6X..00"	"Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs"	""
"1764"	"Stroke"	"Aurum"	"605461000006117"	"G64..11"	"CVA - cerebral artery occlusion"	""
"1765"	"Stroke"	"Aurum"	"605471000006112"	"G61..11"	"CVA - cerebrovascular accid due to intracerebral haemorrhage"	""
"1766"	"Stroke"	"Aurum"	"605481000006110"	"L440.11"	"CVA - cerebrovascular accident in the puerperium"	""
"1767"	"Stroke"	"Aurum"	"605491000006113"	"G66..13"	"CVA - Cerebrovascular accident unspecified"	""
"1768"	"Stroke"	"Aurum"	"605501000006117"	"G66..11"	"CVA unspecified"	""
"1769"	"Stroke"	"Aurum"	"6837051000006119"	""	"Basal ganglion stroke"	""
"1770"	"Stroke"	"Aurum"	"6837061000006117"	""	"Basal ganglion infarct"	""
"1771"	"Stroke"	"Aurum"	"744901000006114"	"G61..00"	"Intracerebral haemorrhage"	""
"1772"	"Stroke"	"Aurum"	"744921000006116"	"G61X.00"	"Intracerebral haemorrhage in hemisphere, unspecified"	""
"1773"	"Stroke"	"Aurum"	"746571000006116"	"G618.00"	"Intracerebral haemorrhage, multiple localized"	""
"1774"	"Stroke"	"Aurum"	"748941000006115"	"G61X000"	"Left sided intracerebral haemorrhage, unspecified"	""
"1775"	"Stroke"	"Aurum"	"884421000006119"	"G6...99"	"Cerebral haemorrhage"	""
"1776"	"Stroke"	"Aurum"	"884451000006111"	"G62z.99"	"Cerebral haemorrhage NOS"	""
"1777"	"Stroke"	"Aurum"	"884461000006113"	"G630.99"	"Basilar artery occluded"	""
"1778"	"Stroke"	"Aurum"	"884501000006113"	"G64z.99"	"Cerebral A. occlusion NOS"	""
"1779"	"Stroke"	"Aurum"	"884521000006115"	"G66..98"	"Stroke/CVA - undefined"	""
"1780"	"Stroke"	"Aurum"	"884531000006117"	"G66..99"	"Stroke"	""
"1781"	"Stroke"	"Aurum"	"989201000006117"	"G61..99"	"Cerebral haemorrhage"	""
"1782"	"Stroke"	"Aurum"	"989211000006119"	"G61..98"	"Cerebral haemorrhage NOS"	""
"1783"	"Stroke"	"Gold"	"10504"	"G64z300"	"Right sided cerebral infarction"	""
"1784"	"Stroke"	"Gold"	"107440"	"G619.00"	"Lobar cerebral haemorrhage"	""
"1785"	"Stroke"	"Gold"	"114678"	"Gyu6B00"	"[X]Sequelae of other nontraumatic intracranial haemorrhage"	""
"1786"	"Stroke"	"Gold"	"12833"	"G668.00"	"Right sided CVA"	""
"1787"	"Stroke"	"Gold"	"1298"	"G66..11"	"CVA unspecified"	""
"1788"	"Stroke"	"Gold"	"13564"	"G613.00"	"Cerebellar haemorrhage"	""
"1789"	"Stroke"	"Gold"	"1469"	"G66..00"	"Stroke and cerebrovascular accident unspecified"	""
"1790"	"Stroke"	"Gold"	"15019"	"G641.00"	"Cerebral embolism"	""
"1791"	"Stroke"	"Gold"	"15252"	"G64z.11"	"Brainstem infarction NOS"	""
"1792"	"Stroke"	"Gold"	"16517"	"G640.00"	"Cerebral thrombosis"	""
"1793"	"Stroke"	"Gold"	"17322"	"G664.00"	"Cerebellar stroke syndrome"	""
"1794"	"Stroke"	"Gold"	"18604"	"G61..12"	"Stroke due to intracerebral haemorrhage"	""
"1795"	"Stroke"	"Gold"	"19201"	"G61X100"	"Right sided intracerebral haemorrhage, unspecified"	""
"1796"	"Stroke"	"Gold"	"20284"	"G62z.00"	"Intracranial haemorrhage NOS"	""
"1797"	"Stroke"	"Gold"	"21799"	"F4K7.00"	"Retrobulbar haemorrhage"	""
"1798"	"Stroke"	"Gold"	"23671"	"G63y000"	"Cerebral infarct due to thrombosis of precerebral arteries"	""
"1799"	"Stroke"	"Gold"	"24446"	"G63y100"	"Cerebral infarction due to embolism of precerebral arteries"	""
"1800"	"Stroke"	"Gold"	"25615"	"G64z000"	"Brainstem infarction"	""
"1801"	"Stroke"	"Gold"	"26094"	"7A25200"	"Embolisation of cerebral artery NEC"	""
"1802"	"Stroke"	"Gold"	"26424"	"G64z400"	"Infarction of basal ganglia"	""
"1803"	"Stroke"	"Gold"	"27975"	"G641000"	"Cerebral infarction due to embolism of cerebral arteries"	""
"1804"	"Stroke"	"Gold"	"28314"	"G61X000"	"Left sided intracerebral haemorrhage, unspecified"	""
"1805"	"Stroke"	"Gold"	"30045"	"G616.00"	"External capsule haemorrhage"	""
"1806"	"Stroke"	"Gold"	"30202"	"G617.00"	"Intracerebral haemorrhage, intraventricular"	""
"1807"	"Stroke"	"Gold"	"31060"	"G61X.00"	"Intracerebral haemorrhage in hemisphere, unspecified"	""
"1808"	"Stroke"	"Gold"	"3149"	"G64z.00"	"Cerebral infarction NOS"	""
"1809"	"Stroke"	"Gold"	"31595"	"G610.00"	"Cortical haemorrhage"	""
"1810"	"Stroke"	"Gold"	"31805"	"G62..00"	"Other and unspecified intracranial haemorrhage"	""
"1811"	"Stroke"	"Gold"	"32447"	"G630.00"	"Basilar artery occlusion"	""
"1812"	"Stroke"	"Gold"	"33499"	"G665.00"	"Pure motor lacunar syndrome"	""
"1813"	"Stroke"	"Gold"	"33543"	"G6X..00"	"Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs"	""
"1814"	"Stroke"	"Gold"	"34758"	"G641.11"	"Cerebral embolus"	""
"1815"	"Stroke"	"Gold"	"3535"	"G61z.00"	"Intracerebral haemorrhage NOS"	""
"1816"	"Stroke"	"Gold"	"36717"	"G640000"	"Cerebral infarction due to thrombosis of cerebral arteries"	""
"1817"	"Stroke"	"Gold"	"39344"	"G676000"	"Cereb infarct due cerebral venous thrombosis, nonpyogenic"	""
"1818"	"Stroke"	"Gold"	"39403"	"G683.00"	"Sequelae of cerebral infarction"	""
"1819"	"Stroke"	"Gold"	"40338"	"G611.00"	"Internal capsule haemorrhage"	""
"1820"	"Stroke"	"Gold"	"40758"	"G6W..00"	"Cereb infarct due unsp occlus/stenos precerebr arteries"	""
"1821"	"Stroke"	"Gold"	"43451"	"G682.00"	"Sequelae of other nontraumatic intracranial haemorrhage"	""
"1822"	"Stroke"	"Gold"	"46316"	"G612.00"	"Basal nucleus haemorrhage"	""
"1823"	"Stroke"	"Gold"	"47607"	"L440.11"	"CVA - cerebrovascular accident in the puerperium"	""
"1824"	"Stroke"	"Gold"	"48149"	"G681.00"	"Sequelae of intracerebral haemorrhage"	""
"1825"	"Stroke"	"Gold"	"5051"	"G61..00"	"Intracerebral haemorrhage"	""
"1826"	"Stroke"	"Gold"	"51759"	"G677000"	"Occlusion and stenosis of middle cerebral artery"	""
"1827"	"Stroke"	"Gold"	"51767"	"G666.00"	"Pure sensory lacunar syndrome"	""
"1828"	"Stroke"	"Gold"	"5185"	"G64z111"	"Lateral medullary syndrome"	""
"1829"	"Stroke"	"Gold"	"52679"	"L417.00"	"Obstetric cerebral venous thrombosis"	""
"1830"	"Stroke"	"Gold"	"5363"	"G64..11"	"CVA - cerebral artery occlusion"	""
"1831"	"Stroke"	"Gold"	"53745"	"Gyu6400"	"[X]Other cerebral infarction"	""
"1832"	"Stroke"	"Gold"	"53810"	"Gyu6200"	"[X]Other intracerebral haemorrhage"	""
"1833"	"Stroke"	"Gold"	"55602"	"G677300"	"Occlusion and stenosis of cerebellar arteries"	""
"1834"	"Stroke"	"Gold"	"55974"	"L417100"	"Cerebral venous thrombosis in the puerperium"	""
"1835"	"Stroke"	"Gold"	"5602"	"G64z.12"	"Cerebellar infarction"	""
"1836"	"Stroke"	"Gold"	"56279"	"L440.12"	"Stroke in the puerperium"	""
"1837"	"Stroke"	"Gold"	"569"	"G64..12"	"Infarction - cerebral"	""
"1838"	"Stroke"	"Gold"	"57315"	"G618.00"	"Intracerebral haemorrhage, multiple localized"	""
"1839"	"Stroke"	"Gold"	"57495"	"G63..11"	"Infarction - precerebral"	""
"1840"	"Stroke"	"Gold"	"57527"	"G677100"	"Occlusion and stenosis of anterior cerebral artery"	""
"1841"	"Stroke"	"Gold"	"6116"	"G66..13"	"CVA - Cerebrovascular accident unspecified"	""
"1842"	"Stroke"	"Gold"	"6155"	"G64..13"	"Stroke due to cerebral arterial occlusion"	""
"1843"	"Stroke"	"Gold"	"62342"	"G615.00"	"Bulbar haemorrhage"	""
"1844"	"Stroke"	"Gold"	"6253"	"G66..12"	"Stroke unspecified"	""
"1845"	"Stroke"	"Gold"	"65770"	"G677200"	"Occlusion and stenosis of posterior cerebral artery"	""
"1846"	"Stroke"	"Gold"	"6960"	"G61..11"	"CVA - cerebrovascular accid due to intracerebral haemorrhage"	""
"1847"	"Stroke"	"Gold"	"69686"	"L417000"	"Cerebral venous thrombosis in pregnancy"	""
"1848"	"Stroke"	"Gold"	"71274"	"G677400"	"Occlusion+stenosis of multiple and bilat cerebral arteries"	""
"1849"	"Stroke"	"Gold"	"7780"	"G667.00"	"Left sided CVA"	""
"1850"	"Stroke"	"Gold"	"7912"	"G614.00"	"Pontine haemorrhage"	""
"1851"	"Stroke"	"Gold"	"8443"	"G663.00"	"Brain stem stroke syndrome"	""
"1852"	"Stroke"	"Gold"	"8837"	"G64..00"	"Cerebral arterial occlusion"	""
"1853"	"Stroke"	"Gold"	"91627"	"Gyu6300"	"[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs"	""
"1854"	"Stroke"	"Gold"	"93459"	"Fyu5600"	"[X]Other lacunar syndromes"	""
"1855"	"Stroke"	"Gold"	"94482"	"Gyu6G00"	"[X]Cereb infarct due unsp occlus/stenos precerebr arteries"	""
"1856"	"Stroke"	"Gold"	"96630"	"Gyu6F00"	"[X]Intracerebral haemorrhage in hemisphere, unspecified"	""
"1857"	"Stroke"	"Gold"	"9985"	"G64z200"	"Left sided cerebral infarction"	""
"1858"	"Stroke"	"ICD-10"	"G46.3"	""	"Brain stem stroke syndrome"	""
"1859"	"Stroke"	"ICD-10"	"G46.4"	""	"Cerebellar stroke syndrome"	""
"1860"	"Stroke"	"ICD-10"	"G46.5"	""	"Pure motor lacunar syndrome"	""
"1861"	"Stroke"	"ICD-10"	"G46.6"	""	"Pure sensory lacunar syndrome"	""
"1862"	"Stroke"	"ICD-10"	"G46.7"	""	"Other lacunar syndromes"	""
"1863"	"Stroke"	"ICD-10"	"I61"	""	"Intracerebral haemorrhage"	""
"1864"	"Stroke"	"ICD-10"	"I61.0"	""	"Intracerebral haemorrhage in hemisphere, subcortical"	""
"1865"	"Stroke"	"ICD-10"	"I61.1"	""	"Intracerebral haemorrhage in hemisphere, cortical"	""
"1866"	"Stroke"	"ICD-10"	"I61.2"	""	"Intracerebral haemorrhage in hemisphere, unspecified"	""
"1867"	"Stroke"	"ICD-10"	"I61.3"	""	"Intracerebral haemorrhage in brain stem"	""
"1868"	"Stroke"	"ICD-10"	"I61.4"	""	"Intracerebral haemorrhage in cerebellum"	""
"1869"	"Stroke"	"ICD-10"	"I61.5"	""	"Intracerebral haemorrhage, intraventricular"	""
"1870"	"Stroke"	"ICD-10"	"I61.6"	""	"Intracerebral haemorrhage, multiple localized"	""
"1871"	"Stroke"	"ICD-10"	"I61.8"	""	"Other intracerebral haemorrhage"	""
"1872"	"Stroke"	"ICD-10"	"I61.9"	""	"Intracerebral haemorrhage, unspecified"	""
"1873"	"Stroke"	"ICD-10"	"I62"	""	"Other nontraumatic intracranial haemorrhage"	""
"1874"	"Stroke"	"ICD-10"	"I62.9"	""	"Intracranial haemorrhage (nontraumatic), unspecified"	""
"1875"	"Stroke"	"ICD-10"	"I63"	""	"Cerebral infarction"	""
"1876"	"Stroke"	"ICD-10"	"I63.0"	""	"Cerebral infarction due to thrombosis of precerebral arteries"	""
"1877"	"Stroke"	"ICD-10"	"I63.1"	""	"Cerebral infarction due to embolism of precerebral arteries"	""
"1878"	"Stroke"	"ICD-10"	"I63.2"	""	"Cerebral infarction due to unspecified occlusion or stenosis of precerebral arteries"	""
"1879"	"Stroke"	"ICD-10"	"I63.3"	""	"Cerebral infarction due to thrombosis of cerebral arteries"	""
"1880"	"Stroke"	"ICD-10"	"I63.4"	""	"Cerebral infarction due to embolism of cerebral arteries"	""
"1881"	"Stroke"	"ICD-10"	"I63.5"	""	"Cerebral infarction due to unspecified occlusion or stenosis of cerebral arteries"	""
"1882"	"Stroke"	"ICD-10"	"I63.6"	""	"Cerebral infarction due to cerebral venous thrombosis, nonpyogenic"	""
"1883"	"Stroke"	"ICD-10"	"I63.8"	""	"Other cerebral infarction"	""
"1884"	"Stroke"	"ICD-10"	"I63.9"	""	"Cerebral infarction, unspecified"	""
"1885"	"Stroke"	"ICD-10"	"I64"	""	"Stroke, not specified as haemorrhage or infarction"	""
"1886"	"Stroke"	"ICD-10"	"I65.1"	""	"Occlusion and stenosis of basilar artery"	""
"1887"	"Stroke"	"ICD-10"	"I66.0"	""	"Occlusion and stenosis of middle cerebral artery"	""
"1888"	"Stroke"	"ICD-10"	"I66.1"	""	"Occlusion and stenosis of anterior cerebral artery"	""
"1889"	"Stroke"	"ICD-10"	"I66.2"	""	"Occlusion and stenosis of posterior cerebral artery"	""
"1890"	"Stroke"	"ICD-10"	"I66.3"	""	"Occlusion and stenosis of cerebellar arteries"	""
"1891"	"Stroke"	"ICD-10"	"I66.4"	""	"Occlusion and stenosis of multiple and bilateral cerebral arteries"	""
"1892"	"Stroke"	"ICD-10"	"I66.8"	""	"Occlusion and stenosis of other cerebral artery"	""
"1893"	"Stroke"	"ICD-10"	"I66.9"	""	"Occlusion and stenosis of unspecified cerebral artery"	""
"1894"	"Stroke"	"ICD-10"	"I69.1"	""	"Sequelae of intracerebral haemorrhage"	""
"1895"	"Stroke"	"ICD-10"	"I69.2"	""	"Sequelae of other nontraumatic intracranial haemorrhage"	""
"1896"	"Stroke"	"ICD-10"	"I69.3"	""	"Sequelae of cerebral infarction"	""
"1897"	"Stroke"	"ICD-9"	"431"	""	"431 Intracerebral hemorrhage"	""
"1898"	"Stroke"	"ICD-9"	"432"	""	"432 Other and unspecified intracranial hemorrhage"	""
"1899"	"Stroke"	"ICD-9"	"432.9"	""	"432.9 Hemorrhage, intracranial, NOS"	""
"1900"	"Stroke"	"ICD-9"	"433.0"	""	"433.0 Occlusion and stenosis of basilar artery"	""
"1901"	"Stroke"	"ICD-9"	"433.01"	""	"433.01 Occlusion and stenosis of basilar artery with cerebral infarction"	""
"1902"	"Stroke"	"ICD-9"	"433.11"	""	"433.11 Occlusion and stenosis of carotid artery with cerebral infarction convert"	""
"1903"	"Stroke"	"ICD-9"	"433.21"	""	"433.21 Occlusion and stenosis of vertebral artery with cerebral infarction convert"	""
"1904"	"Stroke"	"ICD-9"	"433.31"	""	"433.31 Occlusion and stenosis of multiple and bilateral precerebral arteries with cerebral infarction"	""
"1905"	"Stroke"	"ICD-9"	"433.81"	""	"433.81 Occlusion and stenosis of other specified precerebral artery with cerebral infarction"	""
"1906"	"Stroke"	"ICD-9"	"433.91"	""	"433.91 Occlusion and stenosis of unspecified precerebral artery with cerebral infarction"	""
"1907"	"Stroke"	"ICD-9"	"434"	""	"434 Occlusion of cerebral arteries"	""
"1908"	"Stroke"	"ICD-9"	"434.0"	""	"434.0 Cerebral thrombosis"	""
"1909"	"Stroke"	"ICD-9"	"434.00"	""	"434.00 Cerebral thrombosis without cerebral infarction"	""
"1910"	"Stroke"	"ICD-9"	"434.01"	""	"434.01 Cerebral thrombosis with cerebral infarction"	""
"1911"	"Stroke"	"ICD-9"	"434.1"	""	"434.1 Cerebral embolism"	""
"1912"	"Stroke"	"ICD-9"	"434.11"	""	"434.11 Cerebral embolism with cerebral infarction"	""
"1913"	"Stroke"	"ICD-9"	"436"	""	"436 Acute but ill-defined cerebrovascular disease"	""
"1914"	"Stroke"	"Aurum"	"11823201000006116"	""	"Occlusion of carotid artery"	"Code used for sensitivity analyses only"
"1915"	"Stroke"	"Aurum"	"12222971000006119"	""	"Occlusion of precerebral artery"	"Code used for sensitivity analyses only"
"1916"	"Stroke"	"Aurum"	"1235913017"	"G67A.00"	"Cerebral vein thrombosis"	"Code used for sensitivity analyses only"
"1917"	"Stroke"	"Aurum"	"12733211000006119"	""	"Precerebral artery occlusion NOS"	"Code used for sensitivity analyses only"
"1918"	"Stroke"	"Aurum"	"300310019"	"G633.00"	"Multiple and bilateral precerebral arterial occlusion"	"Code used for sensitivity analyses only"
"1919"	"Stroke"	"Aurum"	"300314011"	"G63z.00"	"Precerebral artery occlusion NOS"	"Code used for sensitivity analyses only"
"1920"	"Stroke"	"Aurum"	"395777014"	"G63..00"	"Precerebral arterial occlusion"	"Code used for sensitivity analyses only"
"1921"	"Stroke"	"Aurum"	"395778016"	"G631.00"	"Carotid artery occlusion"	"Code used for sensitivity analyses only"
"1922"	"Stroke"	"Aurum"	"4056971000006118"	""	"Thrombosis of cerebral veins"	"Code used for sensitivity analyses only"
"1923"	"Stroke"	"Aurum"	"884471000006118"	"G631.99"	"Carotid artery occluded"	"Code used for sensitivity analyses only"
"1924"	"Stroke"	"Aurum"	"884491000006117"	"G63z.99"	"Precerebral A. occlusion NOS"	"Code used for sensitivity analyses only"
"1925"	"Stroke"	"Gold"	"101733"	"G67A.00"	"Cerebral vein thrombosis"	"Code used for sensitivity analyses only"
"1926"	"Stroke"	"Gold"	"4240"	"G631.00"	"Carotid artery occlusion"	"Code used for sensitivity analyses only"
"1927"	"Stroke"	"Gold"	"45781"	"G63..00"	"Precerebral arterial occlusion"	"Code used for sensitivity analyses only"
"1928"	"Stroke"	"Gold"	"71585"	"G63z.00"	"Precerebral artery occlusion NOS"	"Code used for sensitivity analyses only"
"1929"	"Stroke"	"Gold"	"98642"	"G633.00"	"Multiple and bilateral precerebral arterial occlusion"	"Code used for sensitivity analyses only"
"1930"	"Stroke"	"ICD-10"	"I65.2"	""	"Occlusion and stenosis of carotid artery"	"Code used for sensitivity analyses only"
"1931"	"Stroke"	"ICD-10"	"I65.3"	""	"Occlusion and stenosis of multiple and bilateral precerebral arteries"	"Code used for sensitivity analyses only"
"1932"	"Stroke"	"ICD-10"	"I65.8"	""	"Occlusion and stenosis of other precerebral artery"	"Code used for sensitivity analyses only"
"1933"	"Stroke"	"ICD-10"	"I65.9"	""	"Occlusion and stenosis of unspecified precerebral artery"	"Code used for sensitivity analyses only"
"1934"	"Stroke"	"ICD-9"	"433"	""	"433 Occlusion and stenosis of precerebral arteries"	"Code used for sensitivity analyses only"
"1935"	"Stroke"	"ICD-9"	"433.1"	""	"433.1 Occlusion and stenosis of carotid artery"	"Code used for sensitivity analyses only"
"1936"	"Stroke"	"ICD-9"	"433.2"	""	"433.2 Occlusion and stenosis of vertebral artery"	"Code used for sensitivity analyses only"
"1937"	"Stroke"	"ICD-9"	"433.3"	""	"433.3 Occlusion and stenosis of multiple and bilateral precerebral arteries"	"Code used for sensitivity analyses only"
"1938"	"Stroke"	"ICD-9"	"433.8"	""	"433.8 Occlusion and stenosis of other specified precerebral artery"	"Code used for sensitivity analyses only"
"1939"	"Stroke"	"ICD-9"	"433.9"	""	"433.9 Occlusion and stenosis of unspecified precerebral artery"	"Code used for sensitivity analyses only"
"1940"	"Stroke"	"ICD-9"	"434.10"	""	"434.10 Cerebral embolism without cerebral infarction"	"Code used for sensitivity analyses only"
"1941"	"Venous thromboembolism"	"Aurum"	"100821000006116"	"J420200"	"Thrombus of the superior mesenteric veins"	""
"1942"	"Venous thromboembolism"	"Aurum"	"1119161000000115"	"G801F00"	"Deep vein thrombosis of peroneal vein"	""
"1943"	"Venous thromboembolism"	"Aurum"	"1222321017"	"G82z011"	"Embolism of vein NOS"	""
"1944"	"Venous thromboembolism"	"Aurum"	"125470015"	"G641.00"	"Cerebral embolism"	""
"1945"	"Venous thromboembolism"	"Aurum"	"12719591000006119"	""	"Embolus of vein NOS"	""
"1946"	"Venous thromboembolism"	"Aurum"	"12728641000006110"	""	"Thrombosis of vein NOS"	""
"1947"	"Venous thromboembolism"	"Aurum"	"12733151000006114"	""	"Peripheral arterial embolism and thrombosis NOS"	""
"1948"	"Venous thromboembolism"	"Aurum"	"12759341000006113"	""	"Embolism of vein NOS"	""
"1949"	"Venous thromboembolism"	"Aurum"	"1549601000006119"	"7A6Q.00"	"Percutaneous removal of thrombus from vein"	""
"1950"	"Venous thromboembolism"	"Aurum"	"1549761000006110"	"7A6S200"	"Percutaneous transluminal venous thrombolysis reconstruction"	""
"1951"	"Venous thromboembolism"	"Aurum"	"1749291000006113"	""	"Thromboembolic pulmonary hypertension"	""
"1952"	"Venous thromboembolism"	"Aurum"	"1786921000006116"	""	"Recurrent deep vein thrombosis"	""
"1953"	"Venous thromboembolism"	"Aurum"	"193601000006115"	"G401.12"	"Pulmonary embolus"	""
"1954"	"Venous thromboembolism"	"Aurum"	"211691000006114"	"L414100"	"Postnatal deep vein thrombosis - delivered with p/n comp"	""
"1955"	"Venous thromboembolism"	"Aurum"	"2144741000000111"	"G801G00"	"Recurrent deep vein thrombosis"	""
"1956"	"Venous thromboembolism"	"Aurum"	"216205019"	"G801C00"	"Deep vein thrombosis of leg related to air travel"	""
"1957"	"Venous thromboembolism"	"Aurum"	"2162148012"	"G801.13"	"DVT - Deep vein thrombosis"	""
"1958"	"Venous thromboembolism"	"Aurum"	"2162149016"	"G801.11"	"Deep vein thrombosis"	""
"1959"	"Venous thromboembolism"	"Aurum"	"2162422011"	"G801D00"	"Deep vein thrombosis of lower limb"	""
"1960"	"Venous thromboembolism"	"Aurum"	"216571000006116"	"SP12200"	"Post operative deep vein thrombosis"	""
"1961"	"Venous thromboembolism"	"Aurum"	"216591000006115"	"G401000"	"Post operative pulmonary embolus"	""
"1962"	"Venous thromboembolism"	"Aurum"	"2168741000000113"	"G8y4.00"	"Postthrombotic syndrome"	""
"1963"	"Venous thromboembolism"	"Aurum"	"218551000000118"	"G801.12"	"Deep vein thrombosis, leg"	""
"1964"	"Venous thromboembolism"	"Aurum"	"2234371000000119"	"G826.00"	"Thrombosis of internal jugular vein"	""
"1965"	"Venous thromboembolism"	"Aurum"	"2234411000000115"	"G827.00"	"Thrombosis of external jugular vein"	""
"1966"	"Venous thromboembolism"	"Aurum"	"2234621000000111"	"SP08a00"	"Thrombosis of vein of transplanted kidney"	""
"1967"	"Venous thromboembolism"	"Aurum"	"2488341000000112"	"G801H00"	"Unprovoked deep vein thrombosis"	""
"1968"	"Venous thromboembolism"	"Aurum"	"2488381000000116"	"G801J00"	"Provoked deep vein thrombosis"	""
"1969"	"Venous thromboembolism"	"Aurum"	"24951000006110"	"L43y200"	"Other obstetric pulmonary embolism - delivered + p/n comp"	""
"1970"	"Venous thromboembolism"	"Aurum"	"24981000006119"	"L43y300"	"Other obstetric pulmonary embolism with antenatal comp"	""
"1971"	"Venous thromboembolism"	"Aurum"	"24991000006116"	"L43y400"	"Other obstetric pulmonary embolism with postnatal comp"	""
